id	route	sectie	volgorde	type	tekst	bronsoort	bron	copy_marker
abonnement.identify.19	/abonnement	identify-stap	19	cta	Ander e-mailadres	code	src/app/abonnement/IdentifyStage.tsx:299	COPY: confirm met Marlon
abonnement.identify.20	/abonnement	identify-stap	20	cta	Nieuwe code	code	src/app/abonnement/IdentifyStage.tsx:312	COPY: confirm met Marlon
abonnement.identify.21	/abonnement	identify-stap	21	cta	Nieuwe code ({n}s)	code	src/app/abonnement/IdentifyStage.tsx:312	COPY: confirm met Marlon
abonnement.identify.22	/abonnement	identify-stap	22	microcopy	Stap 02 · Wie ben je?	code	src/app/abonnement/IdentifyStage.tsx:323	
abonnement.identify.23	/abonnement	identify-stap	23	h1	Bevestig je e-mailadres.	code	src/app/abonnement/IdentifyStage.tsx:327	COPY: confirm met Marlon
abonnement.identify.24	/abonnement	identify-stap	24	body	Geen wachtwoord nodig. Je ontvangt een eenmalige inlogcode per mail.	code	src/app/abonnement/IdentifyStage.tsx:331	COPY: confirm met Marlon
abonnement.identify.25	/abonnement	identify-stap	25	label	E-mailadres	code	src/app/abonnement/IdentifyStage.tsx:335	
abonnement.identify.26	/abonnement	identify-stap	26	microcopy	naam@voorbeeld.nl	code	src/app/abonnement/IdentifyStage.tsx:341	
abonnement.identify.27	/abonnement	identify-stap	27	cta	Stuur inlogcode	code	src/app/abonnement/IdentifyStage.tsx:368	COPY: confirm met Marlon
abonnement.identify.28	/abonnement	identify-stap	28	body	Er ging iets mis. Probeer het opnieuw.	code	src/app/abonnement/IdentifyStage.tsx:58	COPY: confirm met Marlon
abonnement.pay.1	/abonnement	pay-stap	1	microcopy	Stap 03 · Bevestigen	code	src/app/abonnement/PayStage.tsx:72	
abonnement.pay.2	/abonnement	pay-stap	2	h1	Controleer je keuze.	code	src/app/abonnement/PayStage.tsx:76	COPY: confirm met Marlon
abonnement.pay.3	/abonnement	pay-stap	3	body	Na betaling (iDEAL of creditcard) machtig je Mollie voor automatische SEPA-incasso elke 4 weken. Opzegtermijn: 4 weken, in acht genomen na je commitment-periode.	code	src/app/abonnement/PayStage.tsx:80-83	COPY: confirm met Marlon
abonnement.pay.4	/abonnement	pay-stap	4	label	Jouw plan	code	src/app/abonnement/PayStage.tsx:87	
abonnement.pay.5	/abonnement	pay-stap	5	body	incl. verlengde toegang +{bedrag}/4wk	code	src/app/abonnement/PayStage.tsx:101-103	COPY: confirm met Marlon
abonnement.pay.6	/abonnement	pay-stap	6	body	+ {bedrag} inschrijfkosten, eenmalig	code	src/app/abonnement/PayStage.tsx:109-111	COPY: confirm met Marlon
abonnement.pay.7	/abonnement	pay-stap	7	body	Geen inschrijfkosten	code	src/app/abonnement/PayStage.tsx:114	COPY: confirm met Marlon
abonnement.pay.8	/abonnement	pay-stap	8	body	Geen commitment, per 4 weken opzegbaar	code	src/app/abonnement/PayStage.tsx:120	COPY: confirm met Marlon
abonnement.pay.9	/abonnement	pay-stap	9	body	Commitment: {n} maanden	code	src/app/abonnement/PayStage.tsx:123	COPY: confirm met Marlon
abonnement.pay.10	/abonnement	pay-stap	10	cta	Naar je profiel	code	src/app/abonnement/PayStage.tsx:139	COPY: confirm met Marlon
abonnement.pay.11	/abonnement	pay-stap	11	cta	Terug	code	src/app/abonnement/PayStage.tsx:153	
abonnement.pay.12	/abonnement	pay-stap	12	cta	Doorsturen...	code	src/app/abonnement/PayStage.tsx:161	COPY: confirm met Marlon
abonnement.pay.13	/abonnement	pay-stap	13	cta	Betaal nu	code	src/app/abonnement/PayStage.tsx:161	COPY: confirm met Marlon
abonnement.pay.14	/abonnement	pay-stap	14	prijs-dynamisch	{plan.display_name}, breakdown-bedragen	database	tmc.catalogue, via src/app/abonnement/page.tsx	
proefles.choice.1	/proefles	keuze	1	microcopy	Kennismaken	code	src/app/proefles/ProeflesChoice.tsx:31	
proefles.choice.2	/proefles	keuze	2	h1	Hoe wil je kennismaken?	code	src/app/proefles/ProeflesChoice.tsx:36	COPY: confirm with Marlon
proefles.choice.3	/proefles	keuze	3	body	Twee manieren om The Movement Club te ervaren. Kies wat bij je past.	code	src/app/proefles/ProeflesChoice.tsx:40-41	COPY: confirm with Marlon
proefles.choice.4	/proefles	keuze	4	label	Direct een plek	code	src/app/proefles/ProeflesChoice.tsx:57	
proefles.choice.5	/proefles	keuze	5	h2	Boek nu je proefles	code	src/app/proefles/ProeflesChoice.tsx:61	COPY: confirm with Marlon
proefles.choice.6	/proefles	keuze	6	body	Kies zelf een sessie uit het rooster en betaal meteen. Geen wachten op een belletje, gewoon inplannen.	code	src/app/proefles/ProeflesChoice.tsx:65-66	COPY: confirm with Marlon
proefles.choice.7	/proefles	keuze	7	cta	Bekijk beschikbare sessies	code	src/app/proefles/ProeflesChoice.tsx:69	
proefles.choice.8	/proefles	keuze	8	label	Gratis · Vrijblijvend	code	src/app/proefles/ProeflesChoice.tsx:88	
proefles.choice.9	/proefles	keuze	9	h2	Liever gebeld worden	code	src/app/proefles/ProeflesChoice.tsx:92	COPY: confirm with Marlon
proefles.choice.10	/proefles	keuze	10	body	Laat je gegevens achter en Marlon belt je persoonlijk om een moment te plannen dat bij je past.	code	src/app/proefles/ProeflesChoice.tsx:96-97	COPY: confirm with Marlon
proefles.choice.11	/proefles	keuze	11	cta	Meld je aan	code	src/app/proefles/ProeflesChoice.tsx:100	
proefles.form.1	/proefles	bel-formulier	1	label	Gratis · Vrijblijvend	code	src/app/proefles/ProeflesContent.tsx:70	
proefles.form.2	/proefles	bel-formulier	2	h1	Ervaar The Movement Club	code	src/app/proefles/ProeflesContent.tsx:74	
proefles.form.3	/proefles	bel-formulier	3	body	Benieuwd of The Movement Club bij je past? Plan een gratis proefles en ontdek het zelf. Geen verplichtingen, geen verkooppraatje, gewoon een goede training.	code	src/app/proefles/ProeflesContent.tsx:77-79	
proefles.form.4	/proefles	bel-formulier	4	body	Kennismaking met trainer Marlon	code	src/app/proefles/ProeflesContent.tsx:14	
proefles.form.5	/proefles	bel-formulier	5	body	Ervaar de sfeer en apparatuur	code	src/app/proefles/ProeflesContent.tsx:15	
proefles.form.6	/proefles	bel-formulier	6	body	Training afgestemd op jouw niveau	code	src/app/proefles/ProeflesContent.tsx:16	
proefles.form.7	/proefles	bel-formulier	7	body	Volledig vrijblijvend, geen verplichtingen	code	src/app/proefles/ProeflesContent.tsx:17	
proefles.form.8	/proefles	bel-formulier	8	label	Plan je sessie	code	src/app/proefles/ProeflesContent.tsx:107	
proefles.form.9	/proefles	bel-formulier	9	h2	Meld je aan	code	src/app/proefles/ProeflesContent.tsx:110	
proefles.form.10	/proefles	bel-formulier	10	label	Naam	code	src/app/proefles/ProeflesContent.tsx:132	
proefles.form.11	/proefles	bel-formulier	11	label	E-mailadres	code	src/app/proefles/ProeflesContent.tsx:141	
proefles.form.12	/proefles	bel-formulier	12	label	Telefoon	code	src/app/proefles/ProeflesContent.tsx:150	
proefles.form.13	/proefles	bel-formulier	13	label	Voorkeur dag of tijd	code	src/app/proefles/ProeflesContent.tsx:159	
proefles.form.14	/proefles	bel-formulier	14	microcopy	Optioneel	code	src/app/proefles/ProeflesContent.tsx:159,195	
proefles.form.15	/proefles	bel-formulier	15	label	Ervaring	code	src/app/proefles/ProeflesContent.tsx:166	
proefles.form.16	/proefles	bel-formulier	16	microcopy	Kies je niveau	code	src/app/proefles/ProeflesContent.tsx:175	
proefles.form.17	/proefles	bel-formulier	17	microcopy	Beginner (weinig tot geen ervaring)	code	src/app/proefles/ProeflesContent.tsx:178	
proefles.form.18	/proefles	bel-formulier	18	microcopy	Gemiddeld (ik train regelmatig)	code	src/app/proefles/ProeflesContent.tsx:180-182	
proefles.form.19	/proefles	bel-formulier	19	microcopy	Gevorderd (ik train al jaren)	code	src/app/proefles/ProeflesContent.tsx:183-185	
proefles.form.20	/proefles	bel-formulier	20	label	Nog iets te delen	code	src/app/proefles/ProeflesContent.tsx:195	
proefles.form.21	/proefles	bel-formulier	21	cta	Plan mijn proefles	code	src/app/proefles/ProeflesContent.tsx:203	
proefles.form.22	/proefles	bel-formulier	22	microcopy	Vrijblijvend en gratis. We nemen binnen 24 uur contact op.	code	src/app/proefles/ProeflesContent.tsx:206	
proefles.confirm.1	/proefles	bevestiging	1	label	Verstuurd	code	src/app/proefles/ProeflesContent.tsx:37	
proefles.confirm.2	/proefles	bevestiging	2	h1	Je aanmelding is ontvangen.	code	src/app/proefles/ProeflesContent.tsx:40	
proefles.confirm.3	/proefles	bevestiging	3	body	Bedankt voor je interesse in The Movement Club.	code	src/app/proefles/ProeflesContent.tsx:43	
proefles.confirm.4	/proefles	bevestiging	4	body	We nemen binnen 24 uur contact met je op om een moment in te plannen. Tot snel.	code	src/app/proefles/ProeflesContent.tsx:46-47	
proefles.confirm.5	/proefles	bevestiging	5	cta	Terug naar home	code	src/app/proefles/ProeflesContent.tsx:51	
proeflesboeken.list.1	/proefles/boeken	sessie-lijst	1	label	Direct een plek	code	src/app/proefles/boeken/TrialBookingList.tsx:70	
proeflesboeken.list.2	/proefles/boeken	sessie-lijst	2	h1	Kies je sessie	code	src/app/proefles/boeken/TrialBookingList.tsx:75	COPY: confirm with Marlon
proeflesboeken.list.3	/proefles/boeken	sessie-lijst	3	body	Op dit moment zijn er geen sessies met een vrije plek beschikbaar om als proefles te boeken. Kies liever de optie "Liever gebeld worden" op de vorige pagina, dan nemen we persoonlijk contact op.	code	src/app/proefles/boeken/TrialBookingList.tsx:83-87	COPY: confirm with Marlon
proeflesboeken.list.4	/proefles/boeken	sessie-lijst	4	microcopy	Onbeperkt aantal plekken	code	src/app/proefles/boeken/TrialBookingList.tsx:129	COPY: confirm met Marlon
proeflesboeken.list.5	/proefles/boeken	sessie-lijst	5	microcopy	{n} plek / plekken	code	src/app/proefles/boeken/TrialBookingList.tsx:130	
proeflesboeken.list.6	/proefles/boeken	sessie-lijst	6	cta	← Andere sessie kiezen	code	src/app/proefles/boeken/TrialBookingList.tsx:152	
proeflesboeken.list.7	/proefles/boeken	sessie-lijst	7	label	Naam	code	src/app/proefles/boeken/TrialBookingList.tsx:167	
proeflesboeken.list.8	/proefles/boeken	sessie-lijst	8	label	E-mailadres	code	src/app/proefles/boeken/TrialBookingList.tsx:183	
proeflesboeken.list.9	/proefles/boeken	sessie-lijst	9	label	Telefoon	code	src/app/proefles/boeken/TrialBookingList.tsx:193	
proeflesboeken.list.10	/proefles/boeken	sessie-lijst	10	cta	Bezig...	code	src/app/proefles/boeken/TrialBookingList.tsx:216-217	COPY: confirm with Marlon
proeflesboeken.list.11	/proefles/boeken	sessie-lijst	11	cta	Betaal {bedrag} en boek	code	src/app/proefles/boeken/TrialBookingList.tsx:217	COPY: confirm with Marlon
proeflesboeken.list.12	/proefles/boeken	sessie-lijst	12	microcopy	Je wordt doorgestuurd naar Mollie om veilig te betalen.	code	src/app/proefles/boeken/TrialBookingList.tsx:221	COPY: confirm with Marlon
proeflesboeken.list.13	/proefles/boeken	sessie-lijst	13	body	{class_type.name} sessie, trainer, tijd, prijs	database	tmc.class_sessions (via server component, options-lijst)	
proeflesboekenbedankt.1	/proefles/boeken/bedankt	bevestiging	1	label	Bevestigd	code	src/app/proefles/boeken/bedankt/page.tsx:51	
proeflesboekenbedankt.2	/proefles/boeken/bedankt	bevestiging	2	label	Verwerkt	code	src/app/proefles/boeken/bedankt/page.tsx:51	
proeflesboekenbedankt.3	/proefles/boeken/bedankt	bevestiging	3	h1	Je proefles staat vast.	code	src/app/proefles/boeken/bedankt/page.tsx:56	COPY: confirm with Marlon
proeflesboekenbedankt.4	/proefles/boeken/bedankt	bevestiging	4	h1	We verwerken je betaling.	code	src/app/proefles/boeken/bedankt/page.tsx:57	COPY: confirm with Marlon
proeflesboekenbedankt.5	/proefles/boeken/bedankt	bevestiging	5	body	{className} op {datum} · {tijd}	code	src/app/proefles/boeken/bedankt/page.tsx:63-68	COPY: confirm with Marlon
proeflesboekenbedankt.6	/proefles/boeken/bedankt	bevestiging	6	body	Je ontvangt een bevestiging per mail. Tot in de studio.	code	src/app/proefles/boeken/bedankt/page.tsx:74	COPY: confirm with Marlon
proeflesboekenbedankt.7	/proefles/boeken/bedankt	bevestiging	7	body	Kan je toch niet? Annuleer via deze link. Bewaar 'm, hij staat niet nogmaals in een mail.	code	src/app/proefles/boeken/bedankt/page.tsx:80-87	COPY: confirm with Marlon
proeflesboekenbedankt.8	/proefles/boeken/bedankt	bevestiging	8	cta	deze link	code	src/app/proefles/boeken/bedankt/page.tsx:85	
proeflesboekenbedankt.9	/proefles/boeken/bedankt	bevestiging	9	cta	Bekijk lidmaatschappen	code	src/app/proefles/boeken/bedankt/page.tsx:95	
proeflesboekenbedankt.10	/proefles/boeken/bedankt	bevestiging	10	cta	Terug naar home	code	src/app/proefles/boeken/bedankt/page.tsx:97	
proeflesannuleren.1	/proefles/annuleren/[token]	annuleren	1	label	Niet gevonden	code	src/app/proefles/annuleren/[token]/page.tsx:24	
proeflesannuleren.2	/proefles/annuleren/[token]	annuleren	2	body	Deze annuleerlink is ongeldig. Neem contact op als je toch je proefles wilt wijzigen.	code	src/app/proefles/annuleren/[token]/page.tsx:27-29	COPY: confirm with Marlon
proeflesannuleren.3	/proefles/annuleren/[token]	annuleren	3	label	Al geannuleerd	code	src/app/proefles/annuleren/[token]/page.tsx:40	
proeflesannuleren.4	/proefles/annuleren/[token]	annuleren	4	label	Proefles	code	src/app/proefles/annuleren/[token]/page.tsx:40	
proeflesannuleren.5	/proefles/annuleren/[token]	annuleren	5	h1	{className} op {datum}	code	src/app/proefles/annuleren/[token]/page.tsx:44-45	COPY: confirm with Marlon
proeflesannuleren.6	/proefles/annuleren/[token]	annuleren	6	body	Deze proefles is al geannuleerd.	code	src/app/proefles/annuleren/[token]/page.tsx:57	COPY: confirm with Marlon
proeflesannuleren.7	/proefles/annuleren/[token]	annuleren	7	body	Annuleren kan tot {n} uur van tevoren. Neem contact op met de studio als er iets tussenkomt.	code	src/app/proefles/annuleren/[token]/page.tsx:64-65	COPY: confirm with Marlon
proeflesannuleren.8	/proefles/annuleren/[token]	annuleren	8	cta	Bezig...	code	src/app/proefles/annuleren/[token]/CancelTrialBookingButton.tsx:33	COPY: confirm with Marlon
proeflesannuleren.9	/proefles/annuleren/[token]	annuleren	9	cta	Annuleer mijn proefles	code	src/app/proefles/annuleren/[token]/CancelTrialBookingButton.tsx:33	COPY: confirm with Marlon
proeflesannuleren.10	/proefles/annuleren/[token]	annuleren	10	body	{result.message} (server-actie resultaatbericht, tekst niet in deze view gedefinieerd)	code	src/lib/actions/trial-booking.ts (cancelTrialBooking-resultaat)	
contact.header.1	/contact	header	1	label	Contact	code	src/app/contact/ContactContent.tsx:21	
contact.header.2	/contact	header	2	h1	Neem contact op	code	src/app/contact/ContactContent.tsx:22	
contact.header.3	/contact	header	3	body	Heb je een vraag, wil je meer weten over het aanbod, of wil je een proefles plannen? We horen graag van je.	code	src/app/contact/ContactContent.tsx:23	
contact.form.1	/contact	formulier	1	label	Bericht sturen	code	src/app/contact/ContactContent.tsx:36	
contact.form.2	/contact	formulier	2	h3	Stuur ons een bericht	code	src/app/contact/ContactContent.tsx:39	
contact.info.1	/contact	info	1	label	Adres	code	src/app/contact/ContactContent.tsx:49	
contact.info.2	/contact	info	2	label	Telefoon	code	src/app/contact/ContactContent.tsx:58	
contact.info.3	/contact	info	3	label	E-mail	code	src/app/contact/ContactContent.tsx:65	
contact.info.4	/contact	info	4	label	Openingstijden	code	src/app/contact/ContactContent.tsx:72	
contact.info.5	/contact	info	5	body	Maandag – vrijdag: 07:00 – 21:00	code	src/app/contact/ContactContent.tsx:74	
contact.info.6	/contact	info	6	body	Zaterdag: 08:00 – 14:00	code	src/app/contact/ContactContent.tsx:75	
contact.info.7	/contact	info	7	body	Zondag: gesloten	code	src/app/contact/ContactContent.tsx:76	
contact.info.8	/contact	info	8	label	WhatsApp	code	src/app/contact/ContactContent.tsx:81	
contact.info.9	/contact	info	9	body	Liever direct chatten? Stuur ons een WhatsApp-bericht.	code	src/app/contact/ContactContent.tsx:83	
contact.info.10	/contact	info	10	cta	Open WhatsApp	code	src/app/contact/ContactContent.tsx:86	
contact.route.1	/contact	routebeschrijving	1	label	Hoe je hier komt	code	src/app/contact/ContactContent.tsx:114	
contact.route.2	/contact	routebeschrijving	2	h3	Routebeschrijving	code	src/app/contact/ContactContent.tsx:117	
contact.route.3	/contact	routebeschrijving	3	label	Met de auto	code	src/app/contact/ContactContent.tsx:121	
contact.route.4	/contact	routebeschrijving	4	body	Vanuit Amsterdam of Utrecht ben je via de A2 in circa 30 minuten bij de studio. Neem afslag Loosdrecht/Hilversum en volg de borden richting Industrieweg. Gratis parkeren voor de deur.	code	src/app/contact/ContactContent.tsx:123-127	
contact.route.5	/contact	routebeschrijving	5	label	Met het openbaar vervoer	code	src/app/contact/ContactContent.tsx:130-132	
contact.route.6	/contact	routebeschrijving	6	body	Station Hilversum is het dichtstbijzijnste treinstation. Vanaf daar neem je bus 108 richting Loosdrecht. Halte Industrieweg ligt op twee minuten loopafstand.	code	src/app/contact/ContactContent.tsx:134-137	
contact.route.7	/contact	routebeschrijving	7	microcopy	The Movement Club locatie	code	src/app/contact/ContactContent.tsx:107	
over.header.1	/over	header	1	label	Over ons	code	src/app/over/OverContent.tsx:28	
over.header.2	/over	header	2	h1	Het verhaal achter The Movement Club	code	src/app/over/OverContent.tsx:29	
over.header.3	/over	header	3	body	Geen standaard sportschool. Een plek waar beweging, kracht en persoonlijke groei samenkomen.	code	src/app/over/OverContent.tsx:30	
over.origin.1	/over	oorsprong	1	microcopy	01 · Waarom	code	src/app/over/OverContent.tsx:61	
over.origin.2	/over	oorsprong	2	h2	Ontstaan uit overtuiging	code	src/app/over/OverContent.tsx:64	
over.origin.3	/over	oorsprong	3	body	The Movement Club is geboren uit de overtuiging dat fitness persoonlijk moet zijn. Als oprichtster van PT Loosdrecht begeleidde {trainer.name} jarenlang klanten met dezelfde toewijding die haar kenmerkt. Maar ze wilde meer: een eigen studio waar elk lid écht gekend wordt.	code	src/app/over/OverContent.tsx:68-73	
over.origin.4	/over	oorsprong	4	body	Haar visie was helder: een intieme plek waar de training niet draait om trends, maar om jouw lichaam, jouw doelen en jouw tempo. Geen anonieme sportschool, maar persoonlijke begeleiding op het hoogste niveau.	code	src/app/over/OverContent.tsx:75-79	
over.origin.5	/over	oorsprong	5	body	Met de ervaring en reputatie opgebouwd bij PT Loosdrecht werd die visie werkelijkheid. Op de Industrieweg in Loosdrecht opende The Movement Club de deuren. 160m² puur gericht op kwalitatieve training in een omgeving die inspireert.	code	src/app/over/OverContent.tsx:81-85	
over.origin.6	/over	oorsprong	6	alt	{trainer.name} in de studio	code	src/app/over/OverContent.tsx:45	
over.origin.7	/over	oorsprong	7	microcopy	Foto {trainer.name}	code	src/app/over/OverContent.tsx:54	
over.mobilitycta.1	/over	mobility-check-cta	1	label	Gratis screening	code	src/app/over/OverContent.tsx:97	
over.mobilitycta.2	/over	mobility-check-cta	2	h2	Ontdek hoe je beweegt	code	src/app/over/OverContent.tsx:100	
over.mobilitycta.3	/over	mobility-check-cta	3	body	Boek een gratis Mobility Check en krijg een persoonlijk bewegingsprofiel van Marlon.	code	src/app/over/OverContent.tsx:103-104	
over.mobilitycta.4	/over	mobility-check-cta	4	cta	Plan mijn Mobility Check	code	src/app/over/OverContent.tsx:106	
over.visie.1	/over	visie	1	label	Onze visie	code	src/app/over/OverContent.tsx:116	
over.visie.2	/over	visie	2	h2	Functioneel. Holistisch. Duurzaam.	code	src/app/over/OverContent.tsx:117	
over.visie.3	/over	visie	3	body	Wij geloven dat goed bewegen de basis is van alles. Niet alleen voor sportprestaties, maar voor je dagelijks leven. Hoe je loopt, bukt, tilt, draait: het begint allemaal bij beweegkwaliteit.	code	src/app/over/OverContent.tsx:123-126	
over.visie.4	/over	visie	4	body	Onze aanpak combineert drie disciplines: movement voor natuurlijke bewegingspatronen, mobility voor flexibiliteit en herstel, en strength voor kracht die functioneel en overdraagbaar is.	code	src/app/over/OverContent.tsx:129-135	
over.visie.5	/over	visie	5	body	We trainen niet voor de spiegel. We trainen voor het leven daarbuiten.	code	src/app/over/OverContent.tsx:138-139	
over.gallery.1	/over	studio-galerij	1	label	De studio	code	src/app/over/OverContent.tsx:151	
over.gallery.2	/over	studio-galerij	2	h2	Een ruimte die inspireert	code	src/app/over/OverContent.tsx:152	
over.gallery.3	/over	studio-galerij	3	body	Elk detail is doordacht, van de apparatuur tot de verlichting.	code	src/app/over/OverContent.tsx:153	
over.gallery.4	/over	studio-galerij	4	alt	Entree The Movement Club	sanity	siteImages.gallery[0].caption	
over.gallery.5	/over	studio-galerij	5	alt	Mobility Area	sanity	siteImages.gallery[1].caption	
over.gallery.6	/over	studio-galerij	6	alt	Remi doet een Pull Up	sanity	siteImages.gallery[2].caption	
over.gallery.7	/over	studio-galerij	7	alt	rogue barbell	sanity	siteImages.gallery[3].caption	
over.gallery.8	/over	studio-galerij	8	alt	Rogue Kettlebells	sanity	siteImages.gallery[4].caption	
over.gallery.9	/over	studio-galerij	9	alt	Studio overzicht (fallback, alleen bij lege Sanity-gallery)	code	src/app/over/OverContent.tsx:172	
over.gallery.10	/over	studio-galerij	10	alt	Premium apparatuur (fallback)	code	src/app/over/OverContent.tsx:173	
over.gallery.11	/over	studio-galerij	11	alt	Sfeer en verlichting (fallback)	code	src/app/over/OverContent.tsx:174	
over.gallery.12	/over	studio-galerij	12	alt	Small group training (fallback)	code	src/app/over/OverContent.tsx:175	
over.gallery.13	/over	studio-galerij	13	alt	Mobility area (fallback)	code	src/app/over/OverContent.tsx:176	
over.gallery.14	/over	studio-galerij	14	alt	Entree en ontvangst (fallback)	code	src/app/over/OverContent.tsx:177	
over.hormoon.1	/over	hormoonprofiel-crosslink	1	microcopy	02 · Holistisch	code	src/app/over/OverContent.tsx:197	
over.hormoon.2	/over	hormoonprofiel-crosslink	2	h2	Meer dan alleen training	code	src/app/over/OverContent.tsx:200	
over.hormoon.3	/over	hormoonprofiel-crosslink	3	body	Marlon kijkt verder dan de training alleen. Via Hormoonprofiel.com biedt zij inzicht in hoe hormonen invloed hebben op je energie, herstel en resultaat.	code	src/app/over/OverContent.tsx:203-213	
over.hormoon.4	/over	hormoonprofiel-crosslink	4	body	Door training, voeding en hormoonbalans samen te brengen ontstaat een compleet beeld, en een aanpak die écht werkt. Voor vrouwen én mannen.	code	src/app/over/OverContent.tsx:215-219	
over.hormoon.5	/over	hormoonprofiel-crosslink	5	cta	Ontdek Hormoonprofiel	code	src/app/over/OverContent.tsx:226	
over.hormoon.6	/over	hormoonprofiel-crosslink	6	alt	Hormoonprofiel, holistisch trainen	code	src/app/over/OverContent.tsx:235	
over.hormoon.7	/over	hormoonprofiel-crosslink	7	microcopy	Hormoonprofiel (placeholder zonder afbeelding)	code	src/app/over/OverContent.tsx:244	
over.cta.1	/over	cta-footer	1	label	Kom langs	code	src/app/over/OverContent.tsx:258	
over.cta.2	/over	cta-footer	2	h2	Benieuwd geworden?	code	src/app/over/OverContent.tsx:261	
over.cta.3	/over	cta-footer	3	body	Kom langs voor een vrijblijvende proefles en ervaar zelf wat The Movement Club anders maakt.	code	src/app/over/OverContent.tsx:264-265	
over.cta.4	/over	cta-footer	4	cta	Plan je proefles	code	src/app/over/OverContent.tsx:267	
contact.form.3	/contact	formulier	3	label	Verstuurd	code	src/components/blocks/ContactForm.tsx:24	
contact.form.4	/contact	formulier	4	h3	Bedankt voor je bericht.	code	src/components/blocks/ContactForm.tsx:27	
contact.form.5	/contact	formulier	5	body	We nemen zo snel mogelijk contact met je op.	code	src/components/blocks/ContactForm.tsx:30	
contact.form.6	/contact	formulier	6	label	Naam	code	src/components/blocks/ContactForm.tsx:58	
contact.form.7	/contact	formulier	7	label	E-mailadres	code	src/components/blocks/ContactForm.tsx:67	
contact.form.8	/contact	formulier	8	label	Telefoon	code	src/components/blocks/ContactForm.tsx:77	
contact.form.9	/contact	formulier	9	label	Onderwerp	code	src/components/blocks/ContactForm.tsx:85	
contact.form.10	/contact	formulier	10	microcopy	Selecteer een onderwerp	code	src/components/blocks/ContactForm.tsx:94	
contact.form.11	/contact	formulier	11	microcopy	Proefles aanvragen	code	src/components/blocks/ContactForm.tsx:96	
contact.form.12	/contact	formulier	12	microcopy	Vraag over het aanbod	code	src/components/blocks/ContactForm.tsx:97	
contact.form.13	/contact	formulier	13	microcopy	Anders	code	src/components/blocks/ContactForm.tsx:98	
contact.form.14	/contact	formulier	14	label	Bericht	code	src/components/blocks/ContactForm.tsx:108	
contact.form.15	/contact	formulier	15	cta	Verstuur bericht	code	src/components/blocks/ContactForm.tsx:117	
earlymember.hero.1	/early-member	hero	1	label	Early Member	code	src/app/early-member/EarlyMemberContent.tsx:85	
earlymember.hero.2	/early-member	hero	2	h1	De voorwaarden waarmee we nooit meer openen.	code	src/app/early-member/EarlyMemberContent.tsx:89-93	COPY: confirm met Marlon
earlymember.hero.3	/early-member	hero	3	body	The Movement Club is open in Loosdrecht. Wie nu instapt, traint zonder inschrijfkosten, zonder jaarcontract en met een All Access-tarief dat daarna verdwijnt.	code	src/app/early-member/EarlyMemberContent.tsx:98-101	COPY: confirm met Marlon
earlymember.hero.4	/early-member	hero	4	body	Medio augustus opent The Movement Club in Loosdrecht. Wie nu instapt, traint zonder inschrijfkosten, zonder jaarcontract en met een All Access-tarief dat daarna verdwijnt.	code	src/app/early-member/EarlyMemberContent.tsx:105-108	COPY: confirm met Marlon
earlymember.hero.5	/early-member	hero	5	body	Early Member is beschikbaar tot {deadline}. Daarna gelden de reguliere voorwaarden.	code	src/app/early-member/EarlyMemberContent.tsx:119-123	COPY: confirm met Marlon
earlymember.hero.6	/early-member	hero	6	cta	Word Early Member	code	src/app/early-member/EarlyMemberContent.tsx:130	
earlymember.hero.7	/early-member	hero	7	cta	Bekijk de programma's	code	src/app/early-member/EarlyMemberContent.tsx:132	
earlymember.aanbod.1	/early-member	aanbod	1	label	Het aanbod	code	src/app/early-member/EarlyMemberContent.tsx:145	
earlymember.aanbod.2	/early-member	aanbod	2	h2	Twee lidmaatschappen. Eén moment.	code	src/app/early-member/EarlyMemberContent.tsx:149	COPY: confirm met Marlon
earlymember.aanbod.3	/early-member	aanbod	3	body	Alle prijzen per 4 weken. Als Early Member vervalt het inschrijfgeld van {bedrag} en ben je vanaf dag één maandelijks opzegbaar.	code	src/app/early-member/EarlyMemberContent.tsx:155-158	COPY: confirm met Marlon
earlymember.aanbod.4	/early-member	aanbod	4	body	Alle prijzen per 4 weken.	code	src/app/early-member/EarlyMemberContent.tsx:160	COPY: confirm met Marlon
earlymember.aanbod.5	/early-member	aanbod	5	label	Early Member voordeel	code	src/app/early-member/EarlyMemberContent.tsx:174,271	
earlymember.aanbod.6	/early-member	aanbod	6	h3	All Access	code	src/app/early-member/EarlyMemberContent.tsx:178	
earlymember.aanbod.7	/early-member	aanbod	7	body	Alle groepslessen plus onbeperkt vrij trainen, ongeacht je lesfrequentie.	code	src/app/early-member/EarlyMemberContent.tsx:181-183	COPY: confirm met Marlon
earlymember.aanbod.8	/early-member	aanbod	8	microcopy	per 4 weken, onbeperkt, blijvend tarief	code	src/app/early-member/EarlyMemberContent.tsx:196	COPY: confirm met Marlon
earlymember.aanbod.9	/early-member	aanbod	9	microcopy	per 4 weken, onbeperkt	code	src/app/early-member/EarlyMemberContent.tsx:206	COPY: confirm met Marlon
earlymember.aanbod.10	/early-member	aanbod	10	microcopy	2x per week / 3x per week / Onbeperkt	code	src/app/early-member/EarlyMemberContent.tsx:213,219,225-226	
earlymember.aanbod.11	/early-member	aanbod	11	body	Yoga, mobility en kettlebell	code	src/app/early-member/EarlyMemberContent.tsx:246	
